city,x,y,name,population,timezone,state,state_abbreviation,elevation,latitude,longitude,elevation_m,country_code
"Dillingham, AK",0.608690799,0.114564654,"Dillingham, AK",2404,America/Anchorage,Alaska,AK,31,59.03972,-158.4575,26,US
"Lavaca, AR",-0.829331777,2.505193662,"Lavaca, AR",2404,America/Chicago,Arkansas,AR,129,35.3362,-94.17326,135,US
"Haw River, NC",-1.4170066,2.664359549,"Haw River, NC",2402,America/New_York,North Carolina,NC,173,36.09153,-79.36419,173,US
"Taylor, AL",-0.433324538,2.424165531,"Taylor, AL",2402,America/Chicago,Alabama,AL,101,31.1649,-85.46827,103,US
"Winamac, IN",-2.328680795,-1.77102079,"Winamac, IN",2402,America/Indiana/Winamac,Indiana,IN,215,41.05143,-86.60306,217,US
"Brooks, KY",-1.566186226,1.146450855,"Brooks, KY",2401,America/New_York,Kentucky,KY,155,38.06118,-85.70968,158,US
"York, AL",-0.84166583,2.101502504,"York, AL",2399,America/Chicago,Alabama,AL,58,32.48625,-88.29642,52,US
"Telluride, CO",1.515255332,-1.099309831,"Telluride, CO",2399,America/Denver,Colorado,CO,2680,37.93749,-107.81229,2683,US
"Greentown, IN",-2.041664183,-1.612791277,"Greentown, IN",2399,America/Indiana/Indianapolis,Indiana,IN,255,40.47809,-85.96665,258,US
"Kalama, WA",1.136451199,-0.680890469,"Kalama, WA",2398,America/Los_Angeles,Washington,WA,12,46.00845,-122.84455,13,US
"Selbyville, DE",-0.807450125,-0.538070287,"Selbyville, DE",2397,America/New_York,Delaware,DE,11,38.46039,-75.22074,11,US
"Seneca, MO",-1.950561896,-0.373279982,"Seneca, MO",2397,America/Chicago,Missouri,MO,258,36.84146,-94.61106,261,US
"Marcus Hook, PA",-1.447318161,-1.515789402,"Marcus Hook, PA",2397,America/New_York,Pennsylvania,PA,9,39.81928,-75.41853,6,US
"Herington, KS",-0.971373848,-0.203220895,"Herington, KS",2396,America/Chicago,Kansas,KS,413,38.67112,-96.94251,419,US
"Carthage, NC",-1.862251265,2.102488618,"Carthage, NC",2395,America/New_York,North Carolina,NC,178,35.34599,-79.41697,178,US
"Norwood, NC",-1.242867475,2.043511046,"Norwood, NC",2394,America/New_York,North Carolina,NC,119,35.21959,-80.11895,121,US
"Enon, OH",-1.649693452,-0.826477207,"Enon, OH",2393,America/New_York,Ohio,OH,274,39.87812,-83.93688,273,US
"Harbor, OR",1.148631951,-0.601539563,"Harbor, OR",2391,America/Los_Angeles,Oregon,OR,10,42.05317,-124.26759,11,US
"Waynesboro, TN",-1.868034672,2.422912797,"Waynesboro, TN",2390,America/Chicago,Tennessee,TN,228,35.31952,-87.76225,231,US
"Concordia, MO",-1.072820233,-0.727374435,"Concordia, MO",2390,America/Chicago,Missouri,MO,241,38.98335,-93.56855,243,US
"Pine Crest, TN",-1.004451247,2.161603356,"Pine Crest, TN",2388,America/New_York,Tennessee,TN,511,36.29927,-82.31792,517,US
"Rochester, WA",0.119141329,-1.132215888,"Rochester, WA",2388,America/Los_Angeles,Washington,WA,44,46.82177,-123.09625,42,US
"Greensboro, AL",-1.051693881,3.461646286,"Greensboro, AL",2387,America/Chicago,Alabama,AL,86,32.70415,-87.5955,86,US
"Raceland, KY",-1.784585447,1.636815718,"Raceland, KY",2387,America/New_York,Kentucky,KY,166,38.54008,-82.7285,169,US
"Chamberlain, SD",-0.187629408,-1.165636621,"Chamberlain, SD",2386,America/Chicago,South Dakota,SD,429,43.81083,-99.33066,428,US
"Stonybrook, PA",-1.336672236,-1.526900134,"Stonybrook, PA",2384,America/New_York,Pennsylvania,PA,124,39.98704,-76.64413,123,US
"Lomira, WI",-1.57145688,-3.197057128,"Lomira, WI",2384,America/Chicago,Wisconsin,WI,321,43.59138,-88.44371,323,US
"Sleepy Hollow, CA",3.556748816,-1.075040725,"Sleepy Hollow, CA",2384,America/Los_Angeles,California,CA,54,38.01048,-122.58442,60,US
"Matamoras, PA",-1.561507697,-1.57496751,"Matamoras, PA",2383,America/New_York,Pennsylvania,PA,131,41.3687,-74.70016,134,US
"Wrangell, AK",0.340727405,-0.037562037,"Wrangell, AK",2382,America/Sitka,Alaska,AK,23,56.47083,-132.37667,26,US
"Ingalls, IN",-1.332755109,-1.352014813,"Ingalls, IN",2382,America/Indiana/Indianapolis,Indiana,IN,264,39.95699,-85.80526,263,US
"Rangely, CO",1.227224253,-1.075106832,"Rangely, CO",2381,America/Denver,Colorado,CO,1595,40.08748,-108.80483,1596,US
"Derwood, MD",-0.219948289,0.002897026,"Derwood, MD",2381,America/New_York,Maryland,MD,143,39.11733,-77.16109,142,US
"Hudson, IA",-1.252400481,-1.258465868,"Hudson, IA",2381,America/Chicago,Iowa,IA,275,42.40665,-92.45547,275,US
"Watchtower, NY",0.593859143,-0.568591339,"Watchtower, NY",2381,America/New_York,New York,NY,105,41.63776,-74.26027,109,US
"Redfield, SD",-0.607387839,-1.592227521,"Redfield, SD",2379,America/Chicago,South Dakota,SD,397,44.87581,-98.51871,395,US
"Timmonsville, SC",-1.355294621,2.673207111,"Timmonsville, SC",2378,America/New_York,South Carolina,SC,44,34.13488,-79.93979,45,US
"Huntsville, AR",-0.786801633,2.775259648,"Huntsville, AR",2378,America/Chicago,Arkansas,AR,463,36.08619,-93.7413,471,US
"Wray, CO",0.774768097,-0.861488864,"Wray, CO",2378,America/Denver,Colorado,CO,1086,40.07582,-102.22325,1090,US
"Lamoni, IA",-1.556610437,-1.26231178,"Lamoni, IA",2376,America/Chicago,Iowa,IA,343,40.62278,-93.93412,346,US
"Hermann, MO",-1.220314807,-0.555766799,"Hermann, MO",2376,America/Chicago,Missouri,MO,162,38.70421,-91.43738,162,US
"Byesville, OH",-1.593326037,-1.085537745,"Byesville, OH",2375,America/New_York,Ohio,OH,249,39.96979,-81.53651,248,US
"Dalworthington Gardens, TX",1.097698377,2.222199575,"Dalworthington Gardens, TX",2373,America/Chicago,Texas,TX,174,32.70291,-97.15529,180,US
"Adamstown, MD",-0.464458191,-0.663638912,"Adamstown, MD",2372,America/New_York,Maryland,MD,93,39.31094,-77.47471,94,US
"Magnolia, MS",-0.159677142,1.61936335,"Magnolia, MS",2371,America/Chicago,Mississippi,MS,93,31.14323,-90.45871,93,US
"Swanton, VT",-0.493554559,-1.180902268,"Swanton, VT",2370,America/New_York,Vermont,VT,45,44.9181,-73.1243,45,US
"Auberry, CA",4.279409989,-0.558613786,"Auberry, CA",2369,America/Los_Angeles,California,CA,615,37.08078,-119.48541,620,US
"Loma Rica, CA",4.550746163,-0.988945168,"Loma Rica, CA",2368,America/Los_Angeles,California,CA,125,39.31183,-121.41774,123,US
"Hayfork, CA",4.343158886,-0.962670531,"Hayfork, CA",2368,America/Los_Angeles,California,CA,704,40.55431,-123.18308,710,US
"Solomons, MD",0.264890275,0.004039347,"Solomons, MD",2368,America/New_York,Maryland,MD,0,38.31846,-76.45412,4,US
"Edneyville, NC",-1.17626322,2.449808605,"Edneyville, NC",2367,America/New_York,North Carolina,NC,684,35.39401,-82.34095,684,US
"Georgetown, CA",3.043897797,-0.709313565,"Georgetown, CA",2367,America/Los_Angeles,California,CA,809,38.90684,-120.83855,811,US
"Cotuit, MA",-0.000795023,-1.352826922,"Cotuit, MA",2364,America/New_York,Massachusetts,MA,7,41.61678,-70.43697,11,US
"Maine, WI",-1.143387751,-2.262928852,"Maine, WI",2364,America/Chicago,Wisconsin,WI,430,45.02716,-89.69039,426,US
"Lawai, HI",1.883244064,-0.435500149,"Lawai, HI",2363,Pacific/Honolulu,Hawaii,HI,162,21.92159,-159.50376,164,US
"Comfort, TX",0.871220396,2.036552461,"Comfort, TX",2363,America/Chicago,Texas,TX,435,29.96771,-98.90503,435,US
"Meeker, CO",1.038799989,-1.023623138,"Meeker, CO",2362,America/Denver,Colorado,CO,1902,40.03747,-107.91313,1907,US
"Strafford, MO",-1.774721736,-0.633930173,"Strafford, MO",2361,America/Chicago,Missouri,MO,454,37.26838,-93.11713,455,US
"Ina, IL",-1.54776389,-2.111483347,"Ina, IL",2360,America/Chicago,Illinois,IL,131,38.15116,-88.90396,131,US
"Clearlake Oaks, CA",4.348132116,-1.089981971,"Clearlake Oaks, CA",2359,America/Los_Angeles,California,CA,407,39.02628,-122.67193,413,US
"Louisville, GA",-1.213699888,2.038832175,"Louisville, GA",2358,America/New_York,Georgia,GA,98,33.00154,-82.41124,101,US
"Neodesha, KS",-1.001057645,-0.070779648,"Neodesha, KS",2357,America/Chicago,Kansas,KS,247,37.41839,-95.68026,251,US
"Amboy, IL",-2.005212101,-2.368142999,"Amboy, IL",2356,America/Chicago,Illinois,IL,227,41.7142,-89.32871,230,US
"Bridgeport, AL",-0.733390652,2.095409261,"Bridgeport, AL",2355,America/Chicago,Alabama,AL,205,34.94758,-85.71442,203,US
"Claryville, KY",-1.628645077,0.592659427,"Claryville, KY",2355,America/New_York,Kentucky,KY,210,38.91923,-84.39549,209,US
"Maynardville, TN",-1.308418094,2.661919686,"Maynardville, TN",2355,America/New_York,Tennessee,TN,368,36.25064,-83.79741,372,US
"Antlers, OK",0.190955302,1.010789625,"Antlers, OK",2354,America/Chicago,Oklahoma,OK,156,34.23121,-95.62025,161,US
"Brewster, WA",0.69009159,-0.714810867,"Brewster, WA",2354,America/Los_Angeles,Washington,WA,248,48.09598,-119.78062,243,US
"Pacolet, SC",-0.840528808,2.247849057,"Pacolet, SC",2352,America/New_York,South Carolina,SC,238,34.89902,-81.76177,238,US
"Poydras, LA",1.419377865,1.144122337,"Poydras, LA",2351,America/Chicago,Louisiana,LA,2,29.86937,-89.88895,5,US
"Horse Shoe, NC",-1.217151756,2.198787973,"Horse Shoe, NC",2351,America/New_York,North Carolina,NC,637,35.34317,-82.55651,644,US
"Danville, AR",-0.707110249,1.32106811,"Danville, AR",2350,America/Chicago,Arkansas,AR,106,35.05398,-93.39352,109,US
"Privateer, SC",-0.497773091,1.815830737,"Privateer, SC",2349,America/New_York,South Carolina,SC,52,33.83321,-80.41425,57,US
"Woodsfield, OH",-1.858323856,-0.894338125,"Woodsfield, OH",2348,America/New_York,Ohio,OH,367,39.76257,-81.11538,367,US
"Johnston, SC",-0.505119215,1.422384192,"Johnston, SC",2348,America/New_York,South Carolina,SC,202,33.83208,-81.80094,202,US
"Petersburg, IN",-1.841534254,-0.699784551,"Petersburg, IN",2347,America/Indiana/Petersburg,Indiana,IN,147,38.49199,-87.27862,149,US
"Henagar, AL",-0.930347725,3.261235365,"Henagar, AL",2346,America/Chicago,Alabama,AL,444,34.63508,-85.76719,446,US
"Baldwin, LA",1.562864419,1.12433032,"Baldwin, LA",2345,America/Chicago,Louisiana,LA,5,29.83798,-91.54428,11,US
"Horse Cave, KY",-2.110725936,1.463058379,"Horse Cave, KY",2344,America/Chicago,Kentucky,KY,193,37.1795,-85.90692,194,US
"Mosheim, TN",-1.657772016,2.606640506,"Mosheim, TN",2343,America/New_York,Tennessee,TN,393,36.18954,-82.95849,390,US
"Bottineau, ND",-0.885579734,-1.471980626,"Bottineau, ND",2343,America/Chicago,North Dakota,ND,499,48.82723,-100.4457,498,US
"Perryman, MD",0.142061394,-0.006581881,"Perryman, MD",2342,America/New_York,Maryland,MD,13,39.46955,-76.2044,15,US
"Panhandle, TX",0.956198272,2.874669181,"Panhandle, TX",2341,America/Chicago,Texas,TX,1054,35.3456,-101.38044,1057,US
"Kentwood, LA",1.330461564,0.920635228,"Kentwood, LA",2340,America/Chicago,Louisiana,LA,64,30.93824,-90.50898,66,US
"Fearrington Village, NC",-1.169440205,1.963029884,"Fearrington Village, NC",2339,America/New_York,North Carolina,NC,140,35.80376,-79.09029,142,US
"Boxford, MA",-0.293000936,-2.268627822,"Boxford, MA",2339,America/New_York,Massachusetts,MA,31,42.6612,-70.99672,33,US
"Parsons, TN",-0.858985366,1.992221526,"Parsons, TN",2337,America/Chicago,Tennessee,TN,151,35.64979,-88.1267,153,US
"Idalou, TX",0.83999293,2.800680714,"Idalou, TX",2337,America/Chicago,Texas,TX,973,33.66647,-101.68294,979,US
"Eastpoint, FL",0.510456018,1.774781699,"Eastpoint, FL",2337,America/New_York,Florida,FL,2,29.7366,-84.87852,6,US
"Colstrip, MT",0.127145082,-0.713941941,"Colstrip, MT",2336,America/Denver,Montana,MT,982,45.88416,-106.62364,986,US
"San Miguel, CA",4.694006451,-1.096349411,"San Miguel, CA",2336,America/Los_Angeles,California,CA,193,35.75247,-120.69628,192,US
"Bloomfield, IN",-1.410000794,-1.568268577,"Bloomfield, IN",2336,America/Indiana/Indianapolis,Indiana,IN,185,39.02699,-86.93751,184,US
"Dousman, WI",-1.36294069,-3.099678221,"Dousman, WI",2335,America/Chicago,Wisconsin,WI,263,43.01418,-88.4726,265,US
"Purvis, MS",-0.358707851,1.631004173,"Purvis, MS",2335,America/Chicago,Mississippi,MS,118,31.14324,-89.40979,118,US
"Parkside, PA",-1.222027135,-1.639257868,"Parkside, PA",2334,America/New_York,Pennsylvania,PA,29,39.86428,-75.37853,31,US
"Claxton, GA",-0.583953859,1.975180698,"Claxton, GA",2334,America/New_York,Georgia,GA,56,32.16158,-81.904,59,US
"Anson, TX",0.855677073,1.999938673,"Anson, TX",2334,America/Chicago,Texas,TX,527,32.7565,-99.89621,532,US
"Hardinsburg, KY",-2.147219406,0.956454097,"Hardinsburg, KY",2333,America/Chicago,Kentucky,KY,216,37.78006,-86.46053,216,US
"Mulberry, NC",-1.294046698,2.297848261,"Mulberry, NC",2332,America/New_York,North Carolina,NC,404,36.23958,-81.18064,401,US
"Kensington, MD",-0.002699042,-0.901469666,"Kensington, MD",2330,America/New_York,Maryland,MD,87,39.02567,-77.07637,91,US
"Farmington, IL",-2.030568306,-2.296410315,"Farmington, IL",2328,America/Chicago,Illinois,IL,227,40.69809,-90.00595,228,US
"Henry, IL",-1.829121689,-1.741550252,"Henry, IL",2327,America/Chicago,Illinois,IL,151,41.11142,-89.35648,151,US
"Fredonia, KS",-1.022193446,-0.625273985,"Fredonia, KS",2326,America/Chicago,Kansas,KS,273,37.53394,-95.82665,278,US
"Corralitos, CA",4.892072967,-1.294189411,"Corralitos, CA",2326,America/Los_Angeles,California,CA,82,36.98856,-121.80634,81,US
"Greenville, DE",-0.977432812,0.345051832,"Greenville, DE",2326,America/New_York,Delaware,DE,78,39.779,-75.59826,79,US
"Albion, IN",-1.635297327,-1.72544227,"Albion, IN",2325,America/Indiana/Indianapolis,Indiana,IN,291,41.3956,-85.42442,293,US
"Anahuac, TX",1.287085526,2.882016477,"Anahuac, TX",2324,America/Chicago,Texas,TX,9,29.773,-94.6827,8,US
"Wellston, MO",-2.133716751,-0.044529163,"Wellston, MO",2323,America/Chicago,Missouri,MO,158,38.67283,-90.29928,161,US
"Guin, AL",-0.625637489,3.40422776,"Guin, AL",2322,America/Chicago,Alabama,AL,136,33.96566,-87.91475,137,US
"Geneva, WA",0.361937189,-0.82467949,"Geneva, WA",2321,America/Los_Angeles,Washington,WA,136,48.74567,-122.40183,144,US
"Watsontown, PA",-1.822759971,-1.719991821,"Watsontown, PA",2320,America/New_York,Pennsylvania,PA,145,41.08453,-76.86385,149,US
"Lineville, AL",-1.221408615,3.364635634,"Lineville, AL",2319,America/Chicago,Alabama,AL,322,33.31067,-85.75441,325,US
"Minorca, LA",1.413080978,1.026242896,"Minorca, LA",2317,America/Chicago,Louisiana,LA,20,31.57933,-91.48179,22,US
"Stockbridge, MA",-0.527284185,-1.659289724,"Stockbridge, MA",2316,America/New_York,Massachusetts,MA,252,42.28759,-73.32039,253,US
"Belmond, IA",-1.661541222,-1.863770788,"Belmond, IA",2314,America/Chicago,Iowa,IA,359,42.84608,-93.6141,360,US
"Kimberling City, MO",-1.621774443,-0.075385731,"Kimberling City, MO",2313,America/Chicago,Missouri,MO,290,36.6334,-93.41685,295,US
"Sewanee, TN",-1.591862917,2.916552563,"Sewanee, TN",2311,America/Chicago,Tennessee,TN,588,35.20314,-85.92109,591,US
"Denver, NC",-0.5960881,1.554311893,"Denver, NC",2309,America/New_York,North Carolina,NC,274,35.53125,-81.0298,276,US
"Altamont, IL",-1.481180936,-1.984029094,"Altamont, IL",2308,America/Chicago,Illinois,IL,189,39.06199,-88.74811,190,US
"Big Sky, MT",0.966992334,-0.917058407,"Big Sky, MT",2308,America/Denver,Montana,MT,2200,45.28465,-111.36829,2202,US
"Stewartstown, PA",-1.70028103,-1.645328113,"Stewartstown, PA",2305,America/New_York,Pennsylvania,PA,263,39.75371,-76.59136,268,US
"Mitchellville, IA",-2.072451342,-1.244300053,"Mitchellville, IA",2304,America/Chicago,Iowa,IA,297,41.6686,-93.35771,293,US
"Manahawkin, NJ",0.014918446,-1.289235834,"Manahawkin, NJ",2303,America/New_York,New Jersey,NJ,6,39.6954,-74.25875,11,US
"Flandreau, SD",-0.922183792,-1.711036488,"Flandreau, SD",2303,America/Chicago,South Dakota,SD,477,44.04942,-96.59532,476,US
"Harrisburg, AR",-1.332234028,1.069670243,"Harrisburg, AR",2302,America/Chicago,Arkansas,AR,95,35.56425,-90.71678,94,US
"Mabton, WA",1.065306805,-0.785201161,"Mabton, WA",2302,America/Los_Angeles,Washington,WA,218,46.21485,-119.99671,218,US
"Lakewood, TN",-0.581682207,1.840000384,"Lakewood, TN",2302,America/Chicago,Tennessee,TN,143,36.24311,-86.63555,143,US
"Carlin, NV",1.931168586,-0.875641114,"Carlin, NV",2302,America/Los_Angeles,Nevada,NV,1495,40.71381,-116.10397,1496,US
"Riverside, AL",0.296635806,2.129467187,"Riverside, AL",2300,America/Chicago,Alabama,AL,154,33.60621,-86.20442,146,US
"Bellevue, ID",0.811580845,-0.565893047,"Bellevue, ID",2300,America/Boise,Idaho,ID,1575,43.46352,-114.2606,1579,US
"Tedder, FL",0.563385203,1.772083241,"Tedder, FL",2299,America/New_York,Florida,FL,5,26.28425,-80.12227,8,US
"Crosby, TX",1.121369827,2.055398905,"Crosby, TX",2299,America/Chicago,Texas,TX,14,29.91189,-95.06215,19,US
"Columbia, CA",3.392844436,-0.757689815,"Columbia, CA",2297,America/Los_Angeles,California,CA,652,38.03631,-120.40131,658,US
"Lakeview, OR",0.492391322,-0.498807772,"Lakeview, OR",2296,America/Los_Angeles,Oregon,OR,1461,42.18877,-120.34579,1464,US
"Hayward, WI",0.020388743,-2.423741976,"Hayward, WI",2296,America/Chicago,Wisconsin,WI,363,46.01301,-91.48462,362,US
"Blackville, SC",-1.25882255,2.049621368,"Blackville, SC",2295,America/New_York,South Carolina,SC,89,33.35793,-81.27066,93,US
"Sterling, KS",-0.482017282,-0.338824376,"Sterling, KS",2293,America/Chicago,Kansas,KS,500,38.21001,-98.20701,504,US
"Monroe, UT",0.149787111,1.135125567,"Monroe, UT",2293,America/Denver,Utah,UT,1644,38.62997,-112.12076,1647,US
"Seneca, IL",-2.677745036,-2.051700684,"Seneca, IL",2292,America/Chicago,Illinois,IL,155,41.31114,-88.60979,157,US
"Westmoreland, TN",-1.537426705,1.906541113,"Westmoreland, TN",2291,America/Chicago,Tennessee,TN,282,36.56199,-86.24804,283,US
"Plattsburg, MO",-1.74505844,-0.387133707,"Plattsburg, MO",2291,America/Chicago,Missouri,MO,289,39.56555,-94.44801,290,US
"Wrightsville, PA",-1.884369691,-0.350566532,"Wrightsville, PA",2290,America/New_York,Pennsylvania,PA,88,40.02565,-76.52997,92,US
"Tompkinsville, KY",-2.13736516,1.275384238,"Tompkinsville, KY",2289,America/Chicago,Kentucky,KY,280,36.70228,-85.69164,282,US
"Lofall, WA",0.714858177,-0.415033763,"Lofall, WA",2289,America/Los_Angeles,Washington,WA,22,47.81204,-122.65821,27,US
"Saint Marys, KS",-0.75561116,-0.527560576,"Saint Marys, KS",2289,America/Chicago,Kansas,KS,461,37.70668,-97.64005,466,US
"Arthur, IL",-1.751142722,-2.074726146,"Arthur, IL",2288,America/Chicago,Illinois,IL,202,39.71476,-88.47228,202,US
"Tazewell, TN",-1.84047399,2.332178936,"Tazewell, TN",2288,America/New_York,Tennessee,TN,415,36.45425,-83.56935,417,US
"Arlington Heights, WA",0.355570849,-1.33148617,"Arlington Heights, WA",2284,America/Los_Angeles,Washington,WA,94,48.20205,-122.06208,94,US
"Shingletown, CA",4.591011294,-1.37592688,"Shingletown, CA",2283,America/Los_Angeles,California,CA,1064,40.49238,-121.88916,1071,US
"Earle, AR",-0.455047431,1.766440905,"Earle, AR",2282,America/Chicago,Arkansas,AR,63,35.27509,-90.46677,62,US
"Apalachicola, FL",0.57084393,2.915569546,"Apalachicola, FL",2281,America/New_York,Florida,FL,4,29.726,-84.9856,11,US
"Carson, WA",1.261748413,-0.661513602,"Carson, WA",2279,America/Los_Angeles,Washington,WA,143,45.72539,-121.81924,141,US
"Central, TN",-1.024821571,1.680271514,"Central, TN",2279,America/New_York,Tennessee,TN,505,36.32622,-82.28958,506,US
"Carthage, TN",-1.796745634,2.195015161,"Carthage, TN",2278,America/Chicago,Tennessee,TN,157,36.25228,-85.95165,163,US
"Crownpoint, NM",1.715936355,-0.149473826,"Crownpoint, NM",2278,America/Denver,New Mexico,NM,2128,35.67808,-108.15118,2129,US
"Mount Vernon, GA",-1.208526595,1.491265681,"Mount Vernon, GA",2276,America/New_York,Georgia,GA,69,32.17851,-82.59458,73,US
"Fowler, IN",-0.994927338,-0.907471327,"Fowler, IN",2274,America/Indiana/Indianapolis,Indiana,IN,251,40.6167,-87.32085,254,US
"Dyer, TN",-0.89260905,2.053548841,"Dyer, TN",2274,America/Chicago,Tennessee,TN,112,36.06673,-88.99395,115,US
"Eglin Air Force Base, FL",0.713233196,2.153937227,"Eglin Air Force Base, FL",2274,America/Chicago,Florida,FL,13,30.45907,-86.55026,17,US
"Inman, SC",-0.572314509,1.859662653,"Inman, SC",2273,America/New_York,South Carolina,SC,305,35.04706,-82.09011,301,US
"Lennox, SD",-0.134614936,-1.479815534,"Lennox, SD",2272,America/Chicago,South Dakota,SD,410,43.35415,-96.892,411,US
"Cascade, IA",-0.95294773,-1.39764727,"Cascade, IA",2271,America/Chicago,Iowa,IA,252,42.29862,-91.01486,253,US
"Wilberforce, OH",-1.989277505,-0.708453513,"Wilberforce, OH",2271,America/New_York,Ohio,OH,307,39.71617,-83.87771,309,US
"Spencer, IN",-1.153061713,-1.179778913,"Spencer, IN",2271,America/Indiana/Indianapolis,Indiana,IN,171,39.28671,-86.76251,173,US
"Eatonville, FL",0.760069894,1.479571045,"Eatonville, FL",2271,America/New_York,Florida,FL,29,28.61472,-81.38062,38,US
"Lemont, PA",-1.563569565,-2.102290944,"Lemont, PA",2270,America/New_York,Pennsylvania,PA,309,40.81062,-77.81833,307,US
"Oakwood, PA",-1.365843536,-0.97693298,"Oakwood, PA",2270,America/New_York,Pennsylvania,PA,317,41.01062,-80.37951,311,US
"Fair Haven, VT",-0.860199104,-1.320739813,"Fair Haven, VT",2269,America/New_York,Vermont,VT,117,43.59479,-73.26567,119,US
